feature	mean	std
Latitude	38.04230079858766	22.941383535078508
Longitude	-15.020939136510787	70.36415647800999
Price	136.39718842559105	143.86357802920148
Accommodates	3.3114168185326314	2.093969138317742
Bedrooms	1.3778431935088917	0.9420067495253247
Bathrooms	1.248862520557466	0.6062500924104531
Review Scores Rating	93.45269257345127	7.414707440148639
